novice,label,filename,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,ratio_12,ratio_13,ratio_14,ratio_15,ratio_16,ratio_17,ratio_18,ratio_19,ratio_20,ratio_21,ratio_22,ratio_23,ratio_24,ratio_25,ratio_26,ratio_27,ratio_28
Nonlinear CNN,ID,zurich_000118_000019_leftImg8bit.png,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,23726566.406063,23726566.406063,22369621.333333,21221686.142648,21221686.142648
Nonlinear CNN,ID,zurich_000119_000019_leftImg8bit.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,19372660.347705,19372660.347705,18612650.014626,18612650.014626
Nonlinear CNN,ID,zurich_000120_000019_leftImg8bit.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063,22369621.333333,22369621.333333,21221686.142648
Nonlinear CNN,ID,zurich_000121_000019_leftImg8bit.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,23726566.406063,22369621.333333,22369621.333333,22369621.333333,20234083.817726,17935598.335972
Nonlinear CNN,OOD,0000_04_Maurener_Weg_8_000000_000030_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,21221686.142648,19372660.347705
Nonlinear CNN,OOD,0001_04_Maurener_Weg_8_000000_000090_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,22369621.333333,20234083.817726,20234083.817726
Nonlinear CNN,OOD,0002_04_Maurener_Weg_8_000000_000150_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,21221686.142648,21221686.142648
Nonlinear CNN,OOD,0003_04_Maurener_Weg_8_000000_000180_labels.png,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,25364766.416008,25364766.416008,23726566.406063,21221686.142648,19372660.347705,18612650.014626
Nonlinear CNN,OOD,0004_04_Maurener_Weg_8_000001_000030_labels.png,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,27397079.002972,23726566.406063,22369621.333333,20234083.817726,17935598.335972
Nonlinear CNN,OOD,0005_04_Maurener_Weg_8_000001_000090_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,25364766.416008,25364766.416008,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0006_04_Maurener_Weg_8_000001_000150_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,23726566.406063
Nonlinear CNN,OOD,0007_04_Maurener_Weg_8_000001_000180_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0008_04_Maurener_Weg_8_000001_000210_labels.png,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,22369621.333333,21221686.142648,19372660.347705,17327434.176993
Nonlinear CNN,OOD,0009_04_Maurener_Weg_8_000002_000060_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063
Nonlinear CNN,OOD,0010_04_Maurener_Weg_8_000002_000120_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,22369621.333333,20234083.817726
Nonlinear CNN,OOD,0011_04_Maurener_Weg_8_000002_000150_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,25364766.416008,25364766.416008,23726566.406063,22369621.333333,22369621.333333
Nonlinear CNN,OOD,0012_04_Maurener_Weg_8_000003_000030_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,27397079.002972,25364766.416008,22369621.333333,17327434.176993
Nonlinear CNN,OOD,0013_04_Maurener_Weg_8_000003_000090_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,22369621.333333,22369621.333333,22369621.333333
Nonlinear CNN,OOD,0014_04_Maurener_Weg_8_000003_000120_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0015_04_Maurener_Weg_8_000004_000020_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,25364766.416008,22369621.333333,21221686.142648,20234083.817726
Nonlinear CNN,OOD,0016_04_Maurener_Weg_8_000004_000080_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,25364766.416008,23726566.406063,23726566.406063,21221686.142648,21221686.142648
Nonlinear CNN,OOD,0017_04_Maurener_Weg_8_000004_000140_labels.png,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,25364766.416008,23726566.406063,21221686.142648,20234083.817726
Nonlinear CNN,OOD,0018_04_Maurener_Weg_8_000004_000170_labels.png,67108864.000000,67108864.000000,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,27397079.002972,25364766.416008,25364766.416008,23726566.406063,23726566.406063
Nonlinear CNN,OOD,0019_04_Maurener_Weg_8_000004_000200_labels.png,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,23726566.406063,23726566.406063,22369621.333333,21221686.142648,18612650.014626
Nonlinear CNN,OOD,0020_04_Maurener_Weg_8_000005_000050_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,25364766.416008,22369621.333333,21221686.142648,19372660.347705
Nonlinear CNN,OOD,0021_04_Maurener_Weg_8_000005_000110_labels.png,67108864.000000,67108864.000000,67108864.000000,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,25364766.416008,23726566.406063,23726566.406063,23726566.406063,22369621.333333
Nonlinear CNN,OOD,0022_04_Maurener_Weg_8_000005_000170_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,22369621.333333,17935598.335972
Nonlinear CNN,OOD,0023_04_Maurener_Weg_8_000005_000200_labels.png,47453132.812126,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,27397079.002972,25364766.416008,25364766.416008,23726566.406063,21221686.142648,18612650.014626
Nonlinear CNN,OOD,0024_04_Maurener_Weg_8_000006_000040_labels.png,47453132.812126,47453132.812126,47453132.812126,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,38745320.695410,33554432.000000,33554432.000000,33554432.000000,33554432.000000,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,30011996.359358,27397079.002972,27397079.002972,27397079.002972,27397079.002972,23726566.406063,23726566.406063,22369621.333333,20234083.817726
